customer_city,total_orders,lat,lng
caxingo,1,-3.42026003871809,-41.89405656910353
ceara-mirim,2,-5.63596765719896,-35.42181186145591
cedral,9,-19.958871170793888,-49.031939600998136
cedro,1,-6.9313716593148635,-39.11329628370982
cedro de sao joao,3,-10.251665065397724,-36.88289550938358
cedro do abaete,1,-19.147111404098304,-45.714540087226354
ceilandia,1,-15.82349504503801,-48.11658874067231
celina,2,-19.851581656301253,-40.57072169300674
celso ramos,2,-27.63320205167086,-51.337239601534826
centenario,1,-16.481397350539844,-49.20375562637031
centenario do sul,4,-22.82118756931873,-51.594749272610336
central,1,-11.136698466979883,-42.106664284671474
central de santa helena,1,-18.276242309677663,-42.997849388042006
centralina,1,-18.585274922169962,-49.20061955483061
centro novo do maranhao,1,-2.182731091589331,-46.17464693976398
cerejeiras,1,-13.19266482518763,-60.823111122927415
ceres,7,-15.303639303509014,-49.60722003897494
cerqueira cesar,18,-23.03428303546265,-49.16253214445097
cerquilho,30,-23.166261903785394,-47.746688703504226
cerrito,1,-31.851459616119794,-52.809165309348714
cerro azul,4,-24.828137537248153,-49.263724610399606
cerro grande,1,-27.608345624559224,-53.166188436745145
cerro grande do sul,2,-30.5950876526286,-51.75234557238621
cerro largo,7,-28.146638263140144,-54.737891661226996
cerro negro,1,-27.796757499873838,-50.87310645895104
cesario lange,13,-23.226418206532184,-47.954975318604525
ceu azul,7,-25.14670388072208,-53.849862217867184
cezarina,1,-16.979258470150114,-49.77081598750628
cha de alegria,1,-7.998261914144079,-35.21160652888707
cha grande,1,-8.239826122375147,-35.4619495356618
chacara,2,-21.672828112287625,-43.220161943778166
chale,2,-20.045439401812278,-41.69087685460777
chapada,4,-28.061001781776675,-53.06614906485781
chapada do norte,2,-17.095485036819124,-42.53427732623978
chapada dos guimaraes,4,-15.420503378565503,-55.72550495658795
chapada gaucha,4,-15.31023550786734,-45.61427845708092
chapadao do ceu,8,-18.397778569223078,-52.66200588686546
chapadao do lageado,1,-27.589140044912302,-49.54915653195186
chapadao do sul,14,-18.79885091785448,-52.62968577169777
chapadinha,3,-3.7407619665087135,-43.36051089473439
chapeco,101,-27.096682268910648,-52.620976133715224
charqueada,10,-22.511338452260038,-47.77588446279597
charqueadas,17,-29.96270532877309,-51.618642688658596
charrua,1,-27.95372179010726,-52.02551148985606
chaval,1,-3.036271797499818,-41.2425001741348
chavantes,12,-23.039678343494334,-49.70849675119676
chaveslandia,2,-19.04329047203457,-50.48805214021181
chiapetta,1,-27.91880318858005,-53.940581538542354
chopinzinho,4,-25.854746637852458,-52.52992836467901
chorozinho,1,-4.30979584870399,-38.492865173226576
chorrocho,1,-8.947945817737466,-39.07692245466618
chui,5,-33.690246184773294,-53.46160679056916
cianorte,39,-23.661548233399802,-52.61100936204498
cicero dantas,9,-10.593016677890782,-38.38518647881569
cidade gaucha,5,-23.382308468418294,-52.94056181099697
cidade ocidental,8,-16.096685465717755,-47.9228136076309
cidelandia,1,-5.173429220943391,-47.78618987724099
cidreira,5,-30.181172662096813,-50.21367392192425
cipo,1,-11.100413846142965,-38.516514070456566
ciriaco,1,-28.343838265612323,-51.87462260801717
claraval,1,-20.401546767101205,-47.28560867100957
claro dos pocoes,1,-17.04037181614622,-44.20595585514116
claudia,4,-11.50373156162008,-54.87558881032881
claudio,20,-20.436207674234865,-44.76094608594906
clementina,4,-21.56018491317655,-50.445800319817664
clevelandia,3,-26.407440132975506,-52.35653112362616
coaraci,4,-14.635923437679327,-39.55472475607647
coari,1,-4.09374263540589,-63.14117324221792
cocais,1,-19.859035086861468,-43.45101235762643
cocal,7,-3.4703792660724604,-41.55482822863676
cocal do sul,4,-28.59886945254106,-49.32524103807989
cocalinho,4,-14.39272352478302,-51.002328273511665
cocalzinho de goias,1,-15.760557738191093,-48.740924896326185
cocos,1,-14.180373776936616,-44.535339897426226
codo,7,-4.462286542626588,-43.89160738921904
coelho neto,3,-4.254609679921668,-43.01504612856668
coimbra,1,-20.858008685826494,-42.801683564272906
coite do noia,1,-9.636905726170337,-36.579648529187374
colatina,63,-19.52984427509196,-40.63956105804319
colider,8,-10.807436827208907,-55.457500080397686
colina,9,-20.71615282762481,-48.53525462335842
colinas,4,-6.738198769133685,-44.47819791797913
colinas do tocantins,3,-8.057911121232678,-48.47981127603573
colmeia,2,-8.742396456458387,-48.7537200662305
colniza,3,-9.447975813043975,-59.269433561058136
colombia,5,-20.177483522110926,-48.68785735639775
colombo,60,-25.35142337748521,-49.18943188648115
colonia castrolanda,3,-23.702852723394397,-46.401558774842776
colonia leopoldina,2,-8.918538467996154,-35.72934489568079
colonia vitoria,5,-26.21860272435942,-51.07472574950486
colorado,9,-23.93386711978066,-52.170017002395056
colorado do oeste,3,-13.12224107650638,-60.54217610290954
coluna,3,-18.232094722880394,-42.839864768666565
combinado,1,-12.81540480809511,-46.550130269666916
comendador levy gasparian,7,-22.03394176340095,-43.212766283950224
comercinho,1,-16.29716678761857,-41.79417306527858
comodoro,7,-13.658483691777999,-59.78450051842194
conceicao,2,-7.5571781110505105,-38.50636918995583
conceicao da aparecida,5,-21.096650837525875,-46.204216463527615
conceicao da barra,3,-18.576328381214,-39.73718423655698
conceicao da feira,2,-12.486653519372725,-38.99291232888439
conceicao da ibitipoca,1,-16.975562820475375,-41.42995619322306
conceicao das alagoas,3,-19.920810911424542,-48.37505997564954
conceicao das pedras,4,-22.15754767756485,-45.45259621596964
conceicao de macabu,12,-22.087437512898582,-41.86767159399783
conceicao do almeida,1,-12.779262340305586,-39.166855658935155
conceicao do araguaia,7,-8.259816417914688,-49.2980031772704
conceicao do caninde,1,-7.903116545431383,-41.56501653036158
conceicao do castelo,5,-20.362424801117708,-41.248641003115324
conceicao do coite,9,-11.572120889376585,-39.277837374690016
conceicao do jacuipe,3,-12.331604688704575,-38.76665501232521
conceicao do mato dentro,12,-19.022922559503417,-43.42363422446117
conceicao do para,3,-19.7521537427374,-44.896617085426115
conceicao do rio verde,5,-21.88147622574551,-45.08692506453267
conceicao do tocantins,3,-12.204695155750713,-47.299490808094184
conceicao dos ouros,4,-22.413986637947225,-45.79654602722176
conchal,19,-22.338398569332117,-47.1683209783616
conchas,8,-23.019107243424635,-48.01092517102232
concordia,47,-27.231458579661982,-52.025655796438826
concordia do para,3,-1.99636213742332,-47.944523478874615
condado,4,-7.411476840389726,-35.7506429063933
conde,2,-11.022077794250388,-37.13040971934877
condeuba,1,-14.89989882997784,-41.96972490847679
condor,4,-28.20732212632177,-53.484839056818565
confins,1,-19.63356602459755,-43.985429700271446
confresa,7,-10.63429415830214,-51.576750870961995
congonhal,4,-21.94151259868069,-45.75402995650289
congonhas,30,-20.516501566842578,-43.878316106487596
congonhinhas,2,-23.553522043896585,-50.54992367333536
conquista,6,-19.932894734007487,-47.55206053235132
conquista d'oeste,1,-14.551121886390101,-59.53240343967293
conrado,1,-22.546568160435157,-43.57884543837606
conselheiro lafaiete,82,-20.658076729054834,-43.78017241246155
conselheiro mairinck,1,-23.623575885991006,-50.1692756320779
conselheiro pena,15,-19.166682764125706,-41.47227970195554
conservatoria,4,-22.286302053891365,-43.92118233761536
constantina,1,-27.73224275334704,-52.995015986814785
contagem,415,-19.919039351873636,-44.05788508769308
contenda,1,-25.679134708289812,-49.53535670561776
coqueiro baixo,2,-29.18047999999994,-52.089344249999954
coqueiros do sul,1,-28.118553226627522,-52.78245270110114
coracao de jesus,3,-16.66480122770849,-44.34825458609674
coracao de maria,1,-12.222106899988114,-38.7607666735577
corbelia,3,-24.796141774817812,-53.29776158029649
cordeiro,24,-22.027256822202872,-42.36626102797319
cordeiropolis,15,-22.481923906468378,-47.45974025268494
cordeiros,1,-15.039252005168535,-41.93432529834638
coreau,1,-3.559880959498625,-40.658906141659585
coremas,3,-7.01825757043902,-37.944255498102386
corguinho,2,-19.816403912349053,-54.884712080029566
coribe,8,-13.825204329206679,-44.453887836460595
corinto,11,-18.365786615134013,-44.454401934788834
cornelio procopio,24,-23.181064673276165,-50.64945125561865
coroaci,2,-18.62002742371327,-42.28266785890231
coroados,2,-21.355518005626834,-50.284634723537536
coroata,9,-4.129394110410872,-44.12630249098347
coromandel,25,-18.47627421500296,-47.19682128916466
coronel domingos soares,1,-26.22369095050902,-52.0300007182353
coronel fabriciano,40,-19.509009469549564,-42.62025165998482
coronel freitas,1,-26.906928051000563,-52.70313049471359
coronel joao pessoa,1,-6.265689093152236,-38.44126594152204
coronel joao sa,3,-10.286118189632903,-37.92578635113677
coronel macedo,2,-23.630610844696953,-49.31318912407182
coronel martins,2,-26.51197406846876,-52.66907658962485
coronel murta,1,-16.61347117209926,-42.182577574266176
coronel pacheco,1,-21.593698960032746,-43.27374596923992
coronel sapucaia,1,-23.271444714392516,-55.530243298699155
coronel vivida,11,-25.984865711694923,-52.567600711297544
corrego danta,1,-19.824541023424352,-45.90554443222365
corrego do ouro,1,-19.679734863810918,-47.36725186409891
corrego fundo,1,-20.449132368853075,-45.55511414351627
correia pinto,11,-27.584160958831593,-50.36622459794297
corrente,4,-10.423992727693284,-45.16533523829482
correntes,1,-9.130222956872599,-36.328720148830016
correntina,2,-13.350611559127506,-44.64903451731074
cortes,2,-8.473514551021072,-35.54333619753133
corumba,27,-19.01154828493683,-57.650300551891036
corumba de goias,2,-15.924907186273984,-48.80989309815877
corumbaiba,4,-18.141959158650874,-48.56364539532771
corumbatai,2,-22.229950988390037,-47.62327919070466
corumbatai do sul,1,-24.101029121105753,-52.11709725331264
corupa,4,-26.43230002357679,-49.246742714979675
coruripe,3,-10.12551530808525,-36.174913695847614
cosmopolis,50,-22.639831692877337,-47.188736185757904
cosmorama,6,-20.480037106637017,-49.77624322252799
costa marques,2,-12.350703254975741,-64.20543446596382
costa rica,12,-18.540974232449358,-53.13274009236252
cotegipe,1,-11.986619531975505,-44.25769307175943
cotia,242,-23.610952128091473,-46.90435454556691
cotipora,1,-28.993046507615915,-51.69765340796227
cotriguacu,2,-9.894163027084563,-58.56801153532874
couto de magalhaes,2,-8.36755043703078,-49.164209383168156
coxilha,2,-28.126926574906292,-52.29683663059865
coxim,11,-18.50726515886232,-54.74875310212911
crateus,9,-5.1790578849017175,-40.66770395958784
crato,18,-7.2351456164340675,-39.41256108623945
cravinhos,24,-21.339337940660595,-47.737310166569
cravolandia,1,-13.358493442136984,-39.81347041677175
criciuma,91,-28.6845330062972,-49.37750467500377
crisolita,2,-17.260138977246726,-41.00688275905593
crisopolis,3,-11.510576155251695,-38.15124556827449
crissiumal,2,-27.497914952684063,-54.09978360464795
cristais,3,-20.875296630804296,-45.51623716422217
cristais paulista,4,-20.40795415206762,-47.417913133000404
cristal,3,-31.001294698133822,-52.0480061154984
cristalandia,3,-10.602957751524896,-49.19543707598355
cristalia,3,-16.71896350745391,-42.86487176747119
cristalina,8,-16.83218442751813,-47.688413505413564
cristiano otoni,2,-20.827198141281883,-43.80888135798147
cristina,7,-22.21042987201982,-45.2646508788708
cristinapolis,1,-11.477359007082299,-37.75676797408921
cristopolis,2,-12.23429171715805,-44.40916547676947
crixas,8,-14.540589753775825,-49.96954946970153
croata,1,-4.402757030610764,-40.89735453185912
crominia,1,-17.289371574864656,-49.374557189730595
crucilandia,1,-20.393915923890283,-44.338653285596614
cruz,7,-2.910912420331808,-40.195580968816095
cruz alta,30,-28.64357744788327,-53.603896293379194
cruz das almas,18,-12.670246382541524,-39.10327746739888
cruz machado,3,-26.016487433661432,-51.34558778466129
cruzalia,3,-22.744013774781617,-50.790863205998534
cruzeiro,56,-22.108635386583583,-45.165184260433655
cruzeiro da fortaleza,2,-19.166499449712003,-46.57211837240855
cruzeiro do iguacu,1,-25.599140246003195,-53.122820045206865
cruzeiro do oeste,7,-23.802145643807762,-53.029694743706514
cruzeiro do sul,6,-14.783558065120365,-65.25854161947919
cruzilia,4,-21.839095712183244,-44.810462253475364
cubatao,79,-23.904395331212193,-46.422941417702575
cubati,2,-6.863480404602719,-36.354930085119705
cuiaba,243,-15.59882004290962,-56.072224377295896
cuite,3,-6.484468878613775,-36.15165923964054
cujubim,1,-9.361950110987792,-62.58354994761002
cumari,2,-18.26475442537532,-48.149793546319394
cumaru,2,-8.010752115238366,-35.6985165051966
cunha,14,-23.07086402487931,-44.9555940657993
cunha pora,5,-26.891383031750095,-53.17138316538585
cupira,1,-8.610039861901058,-35.95290294383694
curaca,3,-8.975270500118926,-39.88784492052374
curitiba,1489,-25.453054020386723,-49.27499629427107
curitibanos,20,-27.290948728745207,-50.577361136441255
curiuva,4,-24.038067741922745,-50.45731098792353
currais novos,7,-6.259324714082862,-36.518752632087725
curral de cima,1,-6.718979212776461,-35.26602567205188
curralinho,1,-1.813813529228985,-49.79649724588802
curuca,3,-0.733749825344468,-47.85383556340392
cururupu,3,-1.8274935813426987,-44.8703003618969
curvelandia,1,-15.613212533587696,-57.916805678907345
curvelo,42,-18.76341842229983,-44.433156771319794
custodia,5,-8.087696307429626,-37.64311451381838
damianopolis,2,-14.558822054694794,-46.1754069446863
dario meira,2,-14.431717562301127,-39.90512511992383
datas,1,-18.44727257487323,-43.6588713705723
david canabarro,2,-28.38912938983304,-51.84383599037798
delfim moreira,1,-22.506465902168443,-45.27704785019872
delfinopolis,3,-20.35035338523297,-46.84705995918057
delmiro gouveia,4,-9.382493141218601,-38.01055015095292
demerval lobao,1,-5.358004775824459,-42.676658416077125
denise,2,-14.728321754761755,-57.04935061906149
deodapolis,2,-22.238430741385724,-54.15539846361211
deputado irapuan pinheiro,2,-5.879736632121809,-39.25783253964072
descalvado,13,-21.908634153727803,-47.6195840295051
descoberto,3,-21.460459659501712,-42.96366943556601
desembargador otoni,1,-17.69660993683053,-43.33178079572376
desterro,1,-7.289328572200058,-37.08906656945403
desterro de entre rios,1,-20.658745791585076,-44.32897013371234
desterro do melo,1,-21.148926512528384,-43.51364099878391
dezesseis de novembro,1,-28.224737142759942,-55.050531492753265
diadema,276,-23.68976841618049,-46.611740825698575
diamante d'oeste,1,-24.942425967558602,-54.10496487728255
diamante do norte,5,-22.65891497732938,-52.86448993041049
diamantina,27,-18.240347942725787,-43.6005078626568
diamantino,7,-14.37756177724639,-56.455878506374994
dianopolis,7,-11.623343856226898,-46.82164300348887
dias d avila,1,-12.612475599128297,-38.2984807484114
dias d'avila,23,-12.613044186150539,-38.3029333061124
diogo de vasconcelos,2,-20.486371372252332,-43.19857046850785
dionisio,2,-19.838325582641,-42.770043420185814
dionisio cerqueira,3,-26.25857360658208,-53.63605672512864
diorama,2,-16.234017407589523,-51.25809525639148
divinesia,1,-20.989666192444066,-43.0037060555219
divino,13,-20.610108566038743,-42.146371443505956
divino das laranjeiras,1,-18.862878662368132,-41.516575297356084
divino de sao lourenco,1,-20.610866500881528,-41.69537459347884
divinolandia,7,-21.66140349965002,-46.73688558205658
divinolandia de minas,5,-18.79697374878173,-42.60537802342426
divinopolis,132,-20.144553923366622,-44.88919731558964
divinopolis de goias,1,-13.286501868480421,-46.41504573174715
divinopolis do tocantins,1,-9.802634548721644,-49.215085064134534
divisa alegre,2,-15.725920378278673,-41.3414846034514
divisa nova,1,-21.509803394507347,-46.196159335177065
dobrada,2,-21.518612546651045,-48.392202600489014
dois corregos,11,-22.368930695216676,-48.38605083828996
dois irmaos,17,-29.587714621878064,-51.0914753308784
dois irmaos do buriti,3,-20.683802541602336,-55.28166568417819
dois riachos,1,-9.387081056889096,-37.08918597630651
dois vizinhos,27,-25.748854265422125,-53.06008829226007
dom aquino,3,-15.809248226897083,-54.92192291932214
dom basilio,3,-13.782875730734096,-41.76914809037564
dom cavati,1,-19.378011858969515,-42.10845895356205
dom eliseu,5,-4.289137525194669,-47.568081009372996
dom feliciano,5,-30.70391254628606,-52.10802162884412
dom joaquim,1,-18.95971600067106,-43.25516285495802
dom macedo costa,1,-12.906137934124084,-39.192076256892555
dom pedrito,10,-30.979123341411878,-54.66997677388248
dom pedro,3,-5.03688290010167,-44.43795301877852
dom silverio,4,-20.164860494799623,-42.96867344538728
dom vicoso,2,-22.25087122494672,-45.1572687540962
domingos martins,9,-20.355080039700873,-40.71102044701325
dona emma,1,-26.98701260775066,-49.72814449754168
dona euzebia,2,-21.317612815141036,-42.81313261747552
dona francisca,2,-29.62388934309431,-53.35653800003954
dores de campos,8,-21.109897644968864,-44.02336767935939
dores do indaia,7,-19.46667459912808,-45.600617505764866
dores do rio preto,4,-20.68276666465529,-41.842745745044915
dormentes,2,-8.44617819121274,-40.76792402168036
douradina,1,-23.283645984619195,-53.38890075447393
dourado,9,-22.111603906846536,-48.314428984681655
dourados,63,-22.22762189263844,-54.80598554354421
doutor camargo,1,-23.554679682240632,-52.21848836159882
doutor ulysses,1,-24.57013737226684,-49.41848964973485
doverlandia,2,-16.721763110438815,-52.315406907628436
dracena,27,-21.48639335970809,-51.533744143993836
duartina,10,-22.415172081968173,-49.40628836201711
duas barras,1,-22.05306144446236,-42.51879810630607
duere,1,-11.341387440445823,-49.2668578885991
dumont,3,-21.23981310767113,-47.97706610477948
duque de caxias,250,-22.71473796323484,-43.28943011353076
durande,2,-20.20146919673814,-41.79965193893924
echapora,2,-22.43000795137948,-50.20543133517333
ecoporanga,8,-18.368943649572255,-40.82599049186283
edeia,4,-17.33937964778092,-49.92888088631006
eldorado,6,-24.188480278789022,-50.90065003176856
eldorado do sul,15,-30.015733809082768,-51.32857728642114
elias fausto,5,-23.040633329662644,-47.37164861406023
eliseu martins,3,-8.098802867760481,-43.660468421909414
elisiario,1,-21.169210700818567,-49.10985805938253
elisio medrado,2,-12.945754382865934,-39.52141988424625
eloi mendes,10,-21.608719335217607,-45.56648975327391
embauba,1,-20.981882405508777,-48.836479148914066
embu,11,-23.65432667441547,-46.821726622756664
embu das artes,157,-23.654184104143756,-46.82259825455934
embu-guacu,46,-23.83610944862717,-46.81402739796184
emilianopolis,2,-21.83034814680106,-51.48310512243898
encantado,11,-29.236104755527442,-51.8751846997003
encruzilhada do sul,8,-30.544711212440724,-52.52372179022532
eneas marques,4,-25.944999021240807,-53.16165191289696
engenheiro balduino,1,-20.683405475480303,-49.68985542030949
engenheiro coelho,12,-22.487817723352375,-47.20455471253452
engenheiro navarro,1,-17.285046057703397,-43.94997150256938
engenheiro passos,2,-21.604975838720847,-45.64214875378855
engenheiro paulo de frontin,6,-22.53664898891637,-43.66512714020531
entre folhas,1,-19.624980498566174,-42.230217164314936
entre rios,6,-12.11018263636951,-38.24309802757511
entre rios de minas,7,-20.67110481067536,-44.06587180143238
entre rios do oeste,3,-24.702966464945906,-54.23744799743772
entre-ijuis,3,-28.364490492796904,-54.26784554834872
epitaciolandia,1,-11.013691842217673,-68.71941878179642
erebango,1,-27.85525362750013,-52.30090590669332
erechim,56,-27.639169118303382,-52.27064372191643
erere,1,-6.031735490122187,-38.34898110650219
erico cardoso,1,-13.42299216873514,-42.12908931383731
erval grande,2,-27.39264336017934,-52.56908602358116
ervalia,7,-20.84055613236937,-42.65544120322655
escada,10,-8.366340905422762,-35.24120297027231
esmeralda,1,-28.056984961059428,-51.189563260380716
esmeraldas,14,-19.78192824681679,-44.26061412354286
espera feliz,19,-20.64823472332548,-41.90925009163093
esperanca,6,-7.018399411187621,-35.859395630932674
esperantina,5,-4.240072181832845,-43.72498658020078
esperantinopolis,3,-4.878422334244318,-44.883820696149556
espigao,2,-22.19552228481866,-51.3567411304972
espigao alto do iguacu,2,-25.42385515245407,-52.83389499130331
espigao do oeste,6,-11.530349608000098,-61.016037822901865
espinosa,6,-14.923654164790463,-42.81309249025588
espirito santo do pinhal,18,-22.193352474752526,-46.75299139078448
espirito santo do turvo,2,-22.694922643841945,-49.430176213298346
esplanada,5,-11.797063477493758,-37.947646687658995
espumoso,7,-28.730670471052086,-52.844475193036104
estacao,5,-27.913832000611066,-52.25914930616404
estancia,9,-11.259418378041149,-37.43587186574041
estancia velha,20,-29.42838872389515,-50.997701218265874
esteio,39,-29.85123089043481,-51.16255539912983
estiva,1,-22.463444083564244,-46.017184408328234
estiva gerbi,7,-22.274617698782976,-46.952843895583676
estreito,3,-6.559559478054802,-47.444238726302686
estrela,15,-29.497658970479993,-51.95838431142123
estrela d oeste,1,-20.285707597976753,-50.39572641901714
estrela d'oeste,1,-20.285321013480104,-50.39781092987255
estrela do indaia,2,-19.52321028787223,-45.78675743401988
estrela do norte,3,-20.026423699555203,-50.92080480264745
estrela do sul,1,-18.741282890204708,-47.70192478146414
estrela velha,1,-29.18289731306814,-53.15935202877898
euclides da cunha,5,-10.506647781847288,-39.01178236135266
euclides da cunha paulista,2,-22.570621771379255,-52.3908216193817
eugenio de castro,1,-28.52758954977506,-54.145959600405654
eugenopolis,5,-21.09771477886089,-42.184456075528374
eunapolis,36,-16.369546116292028,-39.58358460908691
eusebio,13,-3.8770254451437025,-38.45948398445631
ewbank da camara,1,-21.551070403785488,-43.51210116740571
extrema,42,-22.591304101305113,-46.65761725223702
extremoz,2,-5.6962590285086545,-35.281779332893365
fagundes,1,-7.358715893295886,-35.785397336554574
farol,1,-24.095231428626477,-52.62324187707923
farroupilha,27,-29.26849708818689,-51.34653820201097
fartura,10,-23.388650818146584,-49.51065070949627
fatima,3,-10.655566293673187,-42.172120873698475
fatima do sul,4,-22.377937889399483,-54.50854334884309
faxinal,9,-23.99871143453599,-51.323611356091064
faxinal dos guedes,11,-26.850256635317304,-52.25917760328908
faxinalzinho,1,-27.42176863536326,-52.67502180601173
fazenda nova,4,-15.873794419708016,-50.227627803121635
fazenda rio grande,29,-25.655911775273868,-49.31010070422007
fazenda vilanova,2,-29.58577995078552,-51.829061985160564
feira de santana,181,-12.250012686237463,-38.956961887200904
feira nova,5,-8.188660216528163,-35.58458574588278
felicio dos santos,1,-18.078468664204728,-43.24693328887268
felipe guerra,1,-5.582167743425332,-37.70055965400177
felisburgo,1,-16.6419634086352,-40.76032202381983
felixlandia,1,-18.84717258983608,-44.86555995880976
feliz,14,-29.452704570692116,-51.30223268988188
feliz deserto,2,-10.294195260579944,-36.3085517531178
feliz natal,1,-12.375897314455678,-54.92875189573693
fenix,1,-23.91619671957155,-51.979490047538164
fernando prestes,6,-21.267134804144064,-48.686678524301236
fernandopolis,52,-20.284036123246068,-50.24980947569007
fernao,1,-22.36025524192231,-49.52092636503882
ferraz de vasconcelos,109,-23.541296183066756,-46.37365761171492
ferreiros,1,-7.448871730182632,-35.2428143293147
ferros,2,-19.247823639092896,-42.957790689221746
fervedouro,8,-20.72487631162102,-42.305273280395866
figueira,4,-23.850046221901376,-50.403015864184475
figueiropolis d'oeste,2,-15.45202062439607,-58.73671850178747
filadelfia,1,-10.123999663756441,-41.47055263021838
firminopolis,7,-16.579066123350284,-50.30519212212561
flor da serra do sul,2,-26.25554627482927,-53.30574841050659
flora rica,1,-21.67684997043302,-51.38098148948543
florai,2,-23.319917582850138,-52.30182004463751
florania,1,-6.1248317743116285,-36.81401045099459
floreal,2,-20.676786336562632,-50.149212613779234
flores,2,-7.643478069693462,-37.986202805355326
flores da cunha,12,-29.035394792614365,-51.18365745783099
flores de goias,1,-14.469621490561401,-47.01813478815138
floresta,11,-12.250954894867379,-42.3477099795323
floresta do araguaia,1,-7.5595401444756405,-49.697682354193695
florestal,3,-19.890081655281833,-44.43118104474469
florestopolis,3,-22.86651948470298,-51.39040113652471
floriano,18,-6.772657759164274,-43.02137774543599
florianopolis,556,-27.576835639254178,-48.517951844329914
florida,1,-23.088223660237787,-51.955043357091284
florida paulista,4,-21.614214552079503,-51.171648154311576
florinia,1,-22.902066864556865,-50.72730729179922
fonseca,1,-20.16159337477424,-43.300652944075374
fontoura xavier,1,-28.982392689696933,-52.35025217861466
formiga,32,-20.46253562176835,-45.433058998165116
formigueiro,2,-29.9992301981563,-53.50054936444503
formosa,34,-15.544024654910425,-47.33225743558541
formosa da serra negra,1,-6.440164369613966,-46.18887045913658
formosa do oeste,1,-24.296024477069246,-53.3145970174448
formosa do rio preto,3,-11.017033236590091,-45.25825023892409
formoso,3,-14.50140592719296,-47.15883001900679
formoso do araguaia,4,-11.812224723860362,-49.544885922077356
forquilha,4,-3.8015512539711955,-40.26303084530192
forquilhinha,13,-28.753138688345132,-49.475392669899485
fortaleza,618,-3.763107946625493,-38.532429724974165
fortaleza dos valos,1,-28.79633961671801,-53.228372219872426
fortim,1,-4.454570033119691,-37.805706528898135
fortuna,3,-5.73270945714518,-44.15547422094826
foz do iguacu,86,-25.520882398937474,-54.56464238659439
foz do jordao,1,-25.736349879302416,-52.11848681778486
fragosos,1,-26.16160940826757,-49.3838175280032
fraiburgo,13,-27.029807812153095,-50.92124249393447
franca,154,-20.53405676465949,-47.398436556799055
francisco badaro,3,-17.01177960128336,-42.35226488898735
francisco beltrao,50,-26.070802536402585,-53.052932886553506
francisco dantas,1,-6.088209887664519,-38.12419122933705
francisco dumont,2,-17.313346146163163,-44.23241696253605
francisco morato,94,-23.280906795824283,-46.741283768811044
francisco sa,3,-16.492692071175455,-43.40352346024114
francisco santos,1,-6.99478880729175,-41.1348528014581
franco da rocha,108,-23.316172347791127,-46.72582117346966
frecheirinha,2,-3.7589905989603696,-40.816151637596896
frederico westphalen,14,-27.356191058812172,-53.395979139962776
frei gaspar,1,-18.072821160182723,-41.48887756040024
frei inocencio,5,-18.556463835883125,-41.90886890696768
frei lagonegro,1,-18.168896360988477,-42.76707455699983
frei martinho,2,-6.402787305631923,-36.451641065455775
frei rogerio,1,-27.175247083463667,-50.80646337532781
fronteira,6,-20.279454990887864,-49.2025514813791
fronteiras,3,-7.086001621601333,-40.615364575877656
fruta de leite,2,-16.116153206536715,-42.53032980281246
frutal,24,-20.02737817547669,-48.93350958851245
frutuoso gomes,1,-6.160260776209854,-37.84142954570843
fundao,4,-19.945588474497836,-40.3812449672203
gabriel monteiro,1,-21.530165206856104,-50.55255132432654
galia,1,-22.293067431688904,-49.55035301616408
galinhos,1,-5.098020278737214,-36.2418210711995
galvao,1,-26.45554750029527,-52.68775895786898
gameleira,4,-8.584196684643691,-35.38563892012263
gameleiras,3,-15.082894964401873,-43.11934976595887
gandu,4,-13.744780130603793,-39.4866156520601
garanhuns,30,-8.888521526196081,-36.48535028958122
garca,27,-22.211232140083222,-49.658191744115555
garibaldi,9,-29.253901645512006,-51.52820815176132
garopaba,22,-28.038737678812907,-48.631463327998624
garrafao do norte,3,-1.9342630278363098,-47.05003535145883
garruchos,1,-28.185559646953863,-55.63986294958386
garuva,5,-26.034602380283914,-48.85354111529444
gaspar,29,-26.91698331486875,-48.958888351840194
gastao vidigal,3,-20.79760493739724,-50.191289479599
gaucha do norte,2,-13.182426497872449,-53.26334584083227
gaurama,3,-27.587028598939828,-52.09273969043397
gaviao peixoto,2,-21.83833987086923,-48.49268524345183
general camara,1,-29.91010130838649,-51.76924596091794
general carneiro,5,-24.752033274197103,-51.55161561695738
general maynard,1,-10.685271419019744,-36.98595499961593
general salgado,6,-20.64696405474457,-50.36256371267587
gentio do ouro,1,-11.430397447067516,-42.505532819090526
getulina,2,-21.799746647397733,-49.93136486168771
getulio vargas,8,-27.886765346196132,-52.2284013885151
gilbues,1,-9.831010545327752,-45.339144412421106
girau do ponciano,1,-9.884218075749796,-36.82478093494157
girua,10,-28.02957634706686,-54.34965640191604
glicerio,4,-21.72336119332405,-46.95032493275666
gloria de dourados,1,-22.41774903844624,-54.22968468871254
gloria do goita,2,-8.000683536364235,-35.29512328276491
glorinha,2,-29.881225047560317,-50.7835262916663
godoy moreira,1,-24.194417006485597,-51.92476732459786
goiabeira,2,-18.982839765221968,-41.22390299072754
goiana,12,-9.269067469410661,-36.00080666518951
goianapolis,4,-16.50703342027276,-49.019788967057586
goiandira,1,-18.134085496238615,-48.08697191028651
goianesia,17,-15.330047026293762,-49.12252340476017
goianesia do para,3,-3.8572527726611154,-49.07918972011375
goiania,660,-16.68458663973804,-49.274480459316976
